date,restaurant_id,restaurant_name,sales,orders,region,avg_order_value,ads_enabled,rating,delivery_time
2022-01-09,2,Ubud Organic Cafe,3722015,64,Ubud,58156.484375,True,4.0,30
2022-01-09,3,Canggu Surf Cafe,3189425,59,Canggu,54058.05084745763,True,4.0,30
2022-01-09,4,Denpasar Local,2594335,40,Denpasar,64858.375,True,4.0,30
2022-01-09,5,Sanur Beach Resto,3669765,56,Sanur,65531.517857142855,True,4.0,30
2022-01-09,6,Nusa Dua Fine Dining,6373277,101,Seminyak,63101.75247524752,True,4.0,30
2022-01-09,7,Jimbaran Seafood,5501073,104,Canggu,52894.932692307695,True,4.0,30
2022-01-09,8,Kuta Night Market,2801483,46,Denpasar,60901.80434782609,True,4.0,30
2022-01-10,1,Warung Bali Asli,4159508,70,Seminyak,59421.54285714286,True,4.0,30
2022-01-10,2,Ubud Organic Cafe,2289684,35,Ubud,65419.54285714286,True,4.0,30
2022-01-10,3,Canggu Surf Cafe,3202285,56,Canggu,57183.66071428572,True,4.0,30
2022-01-10,4,Denpasar Local,1537088,30,Denpasar,51236.26666666667,True,4.0,30
2022-01-10,5,Sanur Beach Resto,3112850,60,Sanur,51880.833333333336,True,4.0,30
2022-01-10,6,Nusa Dua Fine Dining,3747316,68,Seminyak,55107.58823529412,True,4.0,30
2022-01-10,7,Jimbaran Seafood,4173305,65,Canggu,64204.692307692305,True,4.0,30
2022-01-10,8,Kuta Night Market,1677127,31,Denpasar,54100.87096774193,True,4.0,30
2022-01-11,1,Warung Bali Asli,2750387,55,Seminyak,50007.03636363636,True,4.0,30
2022-01-11,2,Ubud Organic Cafe,3083485,49,Ubud,62928.26530612245,True,4.0,30
2022-01-11,3,Canggu Surf Cafe,2857439,45,Canggu,63498.64444444444,True,4.0,30
2022-01-11,4,Denpasar Local,2688645,53,Denpasar,50729.15094339623,True,4.0,30
2022-01-11,5,Sanur Beach Resto,1682876,37,Sanur,45483.13513513513,True,4.0,30
2022-01-11,6,Nusa Dua Fine Dining,2755522,44,Seminyak,62625.5,True,4.0,30
2022-01-11,7,Jimbaran Seafood,4328803,68,Canggu,63658.867647058825,True,4.0,30
2022-01-11,8,Kuta Night Market,2165085,45,Denpasar,48113.0,True,4.0,30
2022-01-12,1,Warung Bali Asli,4901947,78,Seminyak,62845.47435897436,True,4.0,30
2022-01-12,2,Ubud Organic Cafe,3979848,83,Ubud,47949.97590361446,True,4.0,30
2022-01-12,3,Canggu Surf Cafe,3641898,63,Canggu,57807.90476190476,True,4.0,30
2022-01-12,4,Denpasar Local,2675588,43,Denpasar,62222.976744186046,True,4.0,30
2022-01-12,5,Sanur Beach Resto,3266687,59,Sanur,55367.57627118644,True,4.0,30
2022-01-12,6,Nusa Dua Fine Dining,3783327,81,Seminyak,46707.74074074074,True,4.0,30
2022-01-12,7,Jimbaran Seafood,4576112,90,Canggu,50845.688888888886,True,4.0,30
2022-01-12,8,Kuta Night Market,1445154,26,Denpasar,55582.846153846156,True,4.0,30
2022-01-13,1,Warung Bali Asli,3516638,56,Seminyak,62797.107142857145,True,4.0,30
2022-01-13,2,Ubud Organic Cafe,3143628,54,Ubud,58215.333333333336,True,4.0,30
2022-01-13,3,Canggu Surf Cafe,3622438,56,Canggu,64686.392857142855,True,4.0,30
2022-01-13,4,Denpasar Local,3095144,66,Denpasar,46896.121212121216,True,4.0,30
2022-01-13,5,Sanur Beach Resto,2035108,33,Sanur,61669.93939393939,True,4.0,30
2022-01-13,6,Nusa Dua Fine Dining,4263358,72,Seminyak,59213.305555555555,True,4.0,30
2022-01-13,7,Jimbaran Seafood,3967401,64,Canggu,61990.640625,True,4.0,30
2022-01-13,8,Kuta Night Market,2426869,53,Denpasar,45789.981132075474,True,4.0,30
2022-01-14,1,Warung Bali Asli,5710880,105,Seminyak,54389.333333333336,True,4.0,30
2022-01-14,2,Ubud Organic Cafe,4404166,70,Ubud,62916.65714285714,True,4.0,30
2022-01-14,3,Canggu Surf Cafe,3766325,71,Canggu,53046.83098591549,True,4.0,30
2022-01-14,4,Denpasar Local,2638425,57,Denpasar,46288.15789473684,True,4.0,30
2022-01-14,5,Sanur Beach Resto,4103443,82,Sanur,50041.98780487805,True,4.0,30
2022-01-14,6,Nusa Dua Fine Dining,6324139,98,Seminyak,64532.0306122449,True,4.0,30
2022-01-14,7,Jimbaran Seafood,5444221,120,Canggu,45368.50833333333,True,4.0,30
2022-01-14,8,Kuta Night Market,2109425,43,Denpasar,49056.395348837206,True,4.0,30
2022-01-15,1,Warung Bali Asli,4158763,80,Seminyak,51984.5375,True,4.0,30
2022-01-15,2,Ubud Organic Cafe,4477345,68,Ubud,65843.30882352941,True,4.0,30
2022-01-15,3,Canggu Surf Cafe,4212718,88,Canggu,47871.795454545456,True,4.0,30
2022-01-15,4,Denpasar Local,3005360,49,Denpasar,61333.87755102041,True,4.0,30
2022-01-15,5,Sanur Beach Resto,2743816,54,Sanur,50811.40740740741,True,4.0,30
2022-01-15,6,Nusa Dua Fine Dining,4898194,96,Seminyak,51022.854166666664,True,4.0,30
2022-01-15,7,Jimbaran Seafood,6316249,114,Canggu,55405.69298245614,True,4.0,30
2022-01-15,8,Kuta Night Market,2171332,34,Denpasar,63862.705882352944,True,4.0,30
2022-01-16,1,Warung Bali Asli,3540856,67,Seminyak,52848.59701492537,True,4.0,30
2022-01-16,2,Ubud Organic Cafe,4199969,68,Ubud,61764.25,True,4.0,30
2022-01-16,3,Canggu Surf Cafe,4520311,74,Canggu,61085.28378378379,True,4.0,30
2022-01-16,4,Denpasar Local,3314613,73,Denpasar,45405.65753424657,True,4.0,30
2022-01-16,5,Sanur Beach Resto,2690301,47,Sanur,57240.44680851064,True,4.0,30
2022-01-16,6,Nusa Dua Fine Dining,5492468,95,Seminyak,57815.45263157895,True,4.0,30
2022-01-16,7,Jimbaran Seafood,4337440,71,Canggu,61090.704225352114,True,4.0,30
2022-01-16,8,Kuta Night Market,3323175,67,Denpasar,49599.62686567164,True,4.0,30
2022-01-17,1,Warung Bali Asli,3664017,62,Seminyak,59097.04838709677,True,4.0,30
2022-01-17,2,Ubud Organic Cafe,3267375,63,Ubud,51863.09523809524,True,4.0,30
2022-01-17,3,Canggu Surf Cafe,2304958,36,Canggu,64026.61111111111,True,4.0,30
2022-01-17,4,Denpasar Local,2141859,46,Denpasar,46562.15217391304,True,4.0,30
2022-01-17,5,Sanur Beach Resto,2402525,46,Sanur,52228.80434782609,True,4.0,30
2022-01-17,6,Nusa Dua Fine Dining,4378835,76,Seminyak,57616.25,True,4.0,30
2022-01-17,7,Jimbaran Seafood,4156670,80,Canggu,51958.375,True,4.0,30
2022-01-17,8,Kuta Night Market,1631264,25,Denpasar,65250.56,True,4.0,30
2022-01-18,1,Warung Bali Asli,3012078,55,Seminyak,54765.05454545454,True,4.0,30
2022-01-18,2,Ubud Organic Cafe,2474360,38,Ubud,65114.73684210526,True,4.0,30
2022-01-18,3,Canggu Surf Cafe,3066806,48,Canggu,63891.791666666664,True,4.0,30
2022-01-18,4,Denpasar Local,1918865,34,Denpasar,56437.205882352944,True,4.0,30
2022-01-18,5,Sanur Beach Resto,1635973,33,Sanur,49574.93939393939,True,4.0,30
2022-01-18,6,Nusa Dua Fine Dining,4359249,95,Seminyak,45886.83157894737,True,4.0,30
2022-01-18,7,Jimbaran Seafood,2880282,49,Canggu,58781.26530612245,True,4.0,30
2022-01-18,8,Kuta Night Market,1265727,22,Denpasar,57533.045454545456,True,4.0,30
2022-01-19,1,Warung Bali Asli,5207959,106,Seminyak,49131.688679245286,True,4.0,30
2022-01-19,2,Ubud Organic Cafe,3451509,67,Ubud,51515.05970149254,True,4.0,30
2022-01-19,3,Canggu Surf Cafe,3774731,75,Canggu,50329.746666666666,True,4.0,30
2022-01-19,4,Denpasar Local,2554137,47,Denpasar,54343.34042553192,True,4.0,30
2022-01-19,5,Sanur Beach Resto,2584913,53,Sanur,48771.943396226416,True,4.0,30
2022-01-19,6,Nusa Dua Fine Dining,4703670,94,Seminyak,50039.04255319149,True,4.0,30
2022-01-19,7,Jimbaran Seafood,4032159,73,Canggu,55235.05479452055,True,4.0,30
2022-01-19,8,Kuta Night Market,1645755,30,Denpasar,54858.5,True,4.0,30
2022-01-20,1,Warung Bali Asli,2760929,58,Seminyak,47602.224137931036,True,4.0,30
2022-01-20,2,Ubud Organic Cafe,3662590,74,Ubud,49494.45945945946,True,4.0,30
2022-01-20,3,Canggu Surf Cafe,2575163,52,Canggu,49522.36538461538,True,4.0,30
2022-01-20,4,Denpasar Local,3071675,67,Denpasar,45845.89552238806,True,4.0,30
2022-01-20,5,Sanur Beach Resto,3540287,54,Sanur,65560.87037037036,True,4.0,30
2022-01-20,6,Nusa Dua Fine Dining,6057117,124,Seminyak,48847.717741935485,True,4.0,30
2022-01-20,7,Jimbaran Seafood,3425774,71,Canggu,48250.33802816901,True,4.0,30
2022-01-20,8,Kuta Night Market,1518807,29,Denpasar,52372.65517241379,True,4.0,30
2022-01-21,1,Warung Bali Asli,4917677,93,Seminyak,52878.24731182796,True,4.0,30
2022-01-21,2,Ubud Organic Cafe,4219441,85,Ubud,49640.48235294117,True,4.0,30
2022-01-21,3,Canggu Surf Cafe,4942406,100,Canggu,49424.06,True,4.0,30
2022-01-21,4,Denpasar Local,3455030,59,Denpasar,58559.83050847457,True,4.0,30
2022-01-21,5,Sanur Beach Resto,2776730,44,Sanur,63107.5,True,4.0,30
2022-01-21,6,Nusa Dua Fine Dining,7092060,113,Seminyak,62761.592920353985,True,4.0,30
2022-01-21,7,Jimbaran Seafood,6828071,108,Canggu,63222.87962962963,True,4.0,30
2022-01-21,8,Kuta Night Market,2067321,40,Denpasar,51683.025,True,4.0,30
2022-01-22,1,Warung Bali Asli,5828380,93,Seminyak,62670.75268817204,True,4.0,30
2022-01-22,2,Ubud Organic Cafe,3683971,70,Ubud,52628.15714285714,True,4.0,30
2022-01-22,3,Canggu Surf Cafe,3978392,84,Canggu,47361.80952380953,True,4.0,30
2022-01-22,4,Denpasar Local,2192545,40,Denpasar,54813.625,True,4.0,30
2022-01-22,5,Sanur Beach Resto,3546183,76,Sanur,46660.30263157895,True,4.0,30
2022-01-22,6,Nusa Dua Fine Dining,6327906,118,Seminyak,53626.32203389831,True,4.0,30
2022-01-22,7,Jimbaran Seafood,6187211,99,Canggu,62497.080808080806,True,4.0,30
2022-01-22,8,Kuta Night Market,2622833,46,Denpasar,57018.108695652176,True,4.0,30
2022-01-23,1,Warung Bali Asli,6015454,115,Seminyak,52308.29565217391,True,4.0,30
2022-01-23,2,Ubud Organic Cafe,3876201,65,Ubud,59633.86153846154,True,4.0,30
2022-01-23,3,Canggu Surf Cafe,5151098,82,Canggu,62818.26829268293,True,4.0,30
2022-01-23,4,Denpasar Local,3791325,60,Denpasar,63188.75,True,4.0,30
2022-01-23,5,Sanur Beach Resto,3842909,66,Sanur,58225.893939393936,True,4.0,30
2022-01-23,6,Nusa Dua Fine Dining,7191949,129,Seminyak,55751.542635658916,True,4.0,30
2022-01-23,7,Jimbaran Seafood,5382400,104,Canggu,51753.846153846156,True,4.0,30
2022-01-23,8,Kuta Night Market,2766037,47,Denpasar,58851.85106382979,True,4.0,30
2022-01-24,1,Warung Bali Asli,3935755,78,Seminyak,50458.39743589744,True,4.0,30
2022-01-24,2,Ubud Organic Cafe,3414104,60,Ubud,56901.73333333333,True,4.0,30
2022-01-24,3,Canggu Surf Cafe,3076787,51,Canggu,60329.1568627451,True,4.0,30
2022-01-24,4,Denpasar Local,1980792,39,Denpasar,50789.53846153846,True,4.0,30
2022-01-24,5,Sanur Beach Resto,1816726,29,Sanur,62645.724137931036,True,4.0,30
2022-01-24,6,Nusa Dua Fine Dining,3176545,63,Seminyak,50421.34920634921,True,4.0,30
2022-01-24,7,Jimbaran Seafood,2580245,45,Canggu,57338.77777777778,True,4.0,30
2022-01-24,8,Kuta Night Market,1397393,26,Denpasar,53745.88461538462,True,4.0,30
2022-01-25,1,Warung Bali Asli,2399295,42,Seminyak,57126.07142857143,True,4.0,30
2022-01-25,2,Ubud Organic Cafe,2625325,57,Ubud,46058.333333333336,True,4.0,30
2022-01-25,3,Canggu Surf Cafe,3229704,53,Canggu,60937.811320754714,True,4.0,30
2022-01-25,4,Denpasar Local,2094639,33,Denpasar,63473.90909090909,True,4.0,30
2022-01-25,5,Sanur Beach Resto,1758618,33,Sanur,53291.454545454544,True,4.0,30
2022-01-25,6,Nusa Dua Fine Dining,4042117,85,Seminyak,47554.31764705882,True,4.0,30
2022-01-25,7,Jimbaran Seafood,3652190,78,Canggu,46822.94871794872,True,4.0,30
2022-01-25,8,Kuta Night Market,1241812,25,Denpasar,49672.48,True,4.0,30
2022-01-26,1,Warung Bali Asli,5302797,110,Seminyak,48207.24545454545,True,4.0,30
2022-01-26,2,Ubud Organic Cafe,3327611,59,Ubud,56400.186440677964,True,4.0,30
2022-01-26,3,Canggu Surf Cafe,3801524,69,Canggu,55094.55072463768,True,4.0,30
2022-01-26,4,Denpasar Local,1755163,32,Denpasar,54848.84375,True,4.0,30
2022-01-26,5,Sanur Beach Resto,2127295,37,Sanur,57494.45945945946,True,4.0,30
2022-01-26,6,Nusa Dua Fine Dining,4649795,92,Seminyak,50541.25,True,4.0,30
2022-01-26,7,Jimbaran Seafood,5003973,90,Canggu,55599.7,True,4.0,30
2022-01-26,8,Kuta Night Market,2222580,37,Denpasar,60069.72972972973,True,4.0,30
2022-01-27,1,Warung Bali Asli,4202413,79,Seminyak,53195.101265822785,True,4.0,30
2022-01-27,2,Ubud Organic Cafe,3052191,48,Ubud,63587.3125,True,4.0,30
2022-01-27,3,Canggu Surf Cafe,3782348,58,Canggu,65212.89655172414,True,4.0,30
2022-01-27,4,Denpasar Local,1921163,34,Denpasar,56504.794117647056,True,4.0,30
2022-01-27,5,Sanur Beach Resto,2708263,43,Sanur,62982.86046511628,True,4.0,30
2022-01-27,6,Nusa Dua Fine Dining,4124018,78,Seminyak,52872.02564102564,True,4.0,30
2022-01-27,7,Jimbaran Seafood,4235904,81,Canggu,52295.11111111111,True,4.0,30
2022-01-27,8,Kuta Night Market,1577559,27,Denpasar,58428.11111111111,True,4.0,30
2022-01-28,1,Warung Bali Asli,4334220,71,Seminyak,61045.35211267605,True,4.0,30
2022-01-28,2,Ubud Organic Cafe,4896637,80,Ubud,61207.9625,True,4.0,30
2022-01-28,3,Canggu Surf Cafe,3707513,57,Canggu,65044.087719298244,True,4.0,30
2022-01-28,4,Denpasar Local,3442380,64,Denpasar,53787.1875,True,4.0,30
2022-01-28,5,Sanur Beach Resto,3311821,55,Sanur,60214.92727272727,True,4.0,30
2022-01-28,6,Nusa Dua Fine Dining,7107204,109,Seminyak,65203.706422018346,True,4.0,30
2022-01-28,7,Jimbaran Seafood,6963938,127,Canggu,54834.15748031496,True,4.0,30
2022-01-28,8,Kuta Night Market,2295341,36,Denpasar,63759.47222222222,True,4.0,30
2022-01-29,1,Warung Bali Asli,5211399,87,Seminyak,59901.137931034486,True,4.0,30
2022-01-29,2,Ubud Organic Cafe,4919962,80,Ubud,61499.525,True,4.0,30
2022-01-29,3,Canggu Surf Cafe,4027028,76,Canggu,52987.21052631579,True,4.0,30
2022-01-29,4,Denpasar Local,3837089,66,Denpasar,58137.71212121212,True,4.0,30
2022-01-29,5,Sanur Beach Resto,4334821,95,Sanur,45629.6947368421,True,4.0,30
2022-01-29,6,Nusa Dua Fine Dining,4765423,77,Seminyak,61888.61038961039,True,4.0,30
2022-01-29,7,Jimbaran Seafood,3723534,80,Canggu,46544.175,True,4.0,30
2022-01-29,8,Kuta Night Market,1986000,42,Denpasar,47285.71428571428,True,4.0,30
2022-01-30,1,Warung Bali Asli,5017152,84,Seminyak,59728.0,True,4.0,30
2022-01-30,2,Ubud Organic Cafe,4678274,78,Ubud,59977.8717948718,True,4.0,30
2022-01-30,3,Canggu Surf Cafe,4596430,77,Canggu,59693.896103896106,True,4.0,30
2022-01-30,4,Denpasar Local,2202699,45,Denpasar,48948.86666666667,True,4.0,30
2022-01-30,5,Sanur Beach Resto,3178408,63,Sanur,50450.920634920636,True,4.0,30
2022-01-30,6,Nusa Dua Fine Dining,6123896,112,Seminyak,54677.642857142855,True,4.0,30
2022-01-30,7,Jimbaran Seafood,6090940,121,Canggu,50338.347107438014,True,4.0,30
2022-01-30,8,Kuta Night Market,2945329,47,Denpasar,62666.574468085106,True,4.0,30
2022-01-31,1,Warung Bali Asli,2213154,44,Seminyak,50298.954545454544,True,4.0,30
2022-01-31,2,Ubud Organic Cafe,3206294,51,Ubud,62868.509803921566,True,4.0,30
2022-01-31,3,Canggu Surf Cafe,2138215,39,Canggu,54826.02564102564,True,4.0,30
2022-01-31,4,Denpasar Local,2319036,48,Denpasar,48313.25,True,4.0,30
2022-01-31,5,Sanur Beach Resto,2432521,41,Sanur,59329.78048780488,True,4.0,30
2022-01-31,6,Nusa Dua Fine Dining,4886959,101,Seminyak,48385.732673267325,True,4.0,30
2022-01-31,7,Jimbaran Seafood,4018067,67,Canggu,59971.149253731346,True,4.0,30
2022-01-31,8,Kuta Night Market,1819641,37,Denpasar,49179.48648648649,True,4.0,30
2022-02-01,1,Warung Bali Asli,4021660,63,Seminyak,63835.87301587302,True,4.0,30
2022-02-01,2,Ubud Organic Cafe,2819682,43,Ubud,65574.0,True,4.0,30
2022-02-01,3,Canggu Surf Cafe,2673714,57,Canggu,46907.26315789474,True,4.0,30
2022-02-01,4,Denpasar Local,1402201,25,Denpasar,56088.04,True,4.0,30
2022-02-01,5,Sanur Beach Resto,1733733,27,Sanur,64212.333333333336,True,4.0,30
2022-02-01,6,Nusa Dua Fine Dining,4948532,80,Seminyak,61856.65,True,4.0,30
2022-02-01,7,Jimbaran Seafood,4354076,67,Canggu,64986.20895522388,True,4.0,30
2022-02-01,8,Kuta Night Market,1604184,35,Denpasar,45833.828571428574,True,4.0,30
2022-02-02,1,Warung Bali Asli,5075749,90,Seminyak,56397.21111111111,True,4.0,30
2022-02-02,2,Ubud Organic Cafe,2466205,43,Ubud,57353.604651162794,True,4.0,30
2022-02-02,3,Canggu Surf Cafe,3484136,58,Canggu,60071.31034482759,True,4.0,30
2022-02-02,4,Denpasar Local,2092400,42,Denpasar,49819.04761904762,True,4.0,30
2022-02-02,5,Sanur Beach Resto,2906954,59,Sanur,49270.40677966102,True,4.0,30
2022-02-02,6,Nusa Dua Fine Dining,3318619,55,Seminyak,60338.527272727275,True,4.0,30
2022-02-02,7,Jimbaran Seafood,3064601,54,Canggu,56751.87037037037,True,4.0,30
2022-02-02,8,Kuta Night Market,1989298,35,Denpasar,56837.08571428571,True,4.0,30
2022-02-03,1,Warung Bali Asli,4751227,86,Seminyak,55246.82558139535,True,4.0,30
2022-02-03,2,Ubud Organic Cafe,3160776,52,Ubud,60784.153846153844,True,4.0,30
2022-02-03,3,Canggu Surf Cafe,4858636,93,Canggu,52243.397849462366,True,4.0,30
2022-02-03,4,Denpasar Local,2422766,51,Denpasar,47505.21568627451,True,4.0,30
2022-02-03,5,Sanur Beach Resto,3288350,60,Sanur,54805.833333333336,True,4.0,30
2022-02-03,6,Nusa Dua Fine Dining,4805945,86,Seminyak,55883.08139534884,True,4.0,30
2022-02-03,7,Jimbaran Seafood,4532316,80,Canggu,56653.95,True,4.0,30
2022-02-03,8,Kuta Night Market,1782409,34,Denpasar,52423.794117647056,True,4.0,30
2022-02-04,1,Warung Bali Asli,5137375,95,Seminyak,54077.63157894737,True,4.0,30
2022-02-04,2,Ubud Organic Cafe,3416785,55,Ubud,62123.36363636364,True,4.0,30
2022-02-04,3,Canggu Surf Cafe,3261695,51,Canggu,63954.80392156863,True,4.0,30
2022-02-04,4,Denpasar Local,2793294,46,Denpasar,60723.782608695656,True,4.0,30
2022-02-04,5,Sanur Beach Resto,3507768,68,Sanur,51584.82352941176,True,4.0,30
2022-02-04,6,Nusa Dua Fine Dining,4892792,75,Seminyak,65237.22666666667,True,4.0,30
2022-02-04,7,Jimbaran Seafood,4249137,87,Canggu,48840.65517241379,True,4.0,30
2022-02-04,8,Kuta Night Market,3226574,62,Denpasar,52041.51612903226,True,4.0,30
2022-02-05,1,Warung Bali Asli,3955180,63,Seminyak,62780.63492063492,True,4.0,30
2022-02-05,2,Ubud Organic Cafe,4520293,74,Ubud,61085.04054054054,True,4.0,30
2022-02-05,3,Canggu Surf Cafe,3588578,65,Canggu,55208.89230769231,True,4.0,30
2022-02-05,4,Denpasar Local,4038778,85,Denpasar,47515.035294117646,True,4.0,30
2022-02-05,5,Sanur Beach Resto,4483708,98,Sanur,45752.12244897959,True,4.0,30
2022-02-05,6,Nusa Dua Fine Dining,5646916,97,Seminyak,58215.62886597938,True,4.0,30
2022-02-05,7,Jimbaran Seafood,5873595,100,Canggu,58735.95,True,4.0,30
2022-02-05,8,Kuta Night Market,2904858,47,Denpasar,61805.48936170213,True,4.0,30
2022-02-06,1,Warung Bali Asli,5882079,117,Seminyak,50274.179487179485,True,4.0,30
2022-02-06,2,Ubud Organic Cafe,3901334,68,Ubud,57372.55882352941,True,4.0,30
2022-02-06,3,Canggu Surf Cafe,4791344,83,Canggu,57727.03614457831,True,4.0,30
2022-02-06,4,Denpasar Local,3694357,65,Denpasar,56836.26153846154,True,4.0,30
2022-02-06,5,Sanur Beach Resto,3524279,59,Sanur,59733.542372881355,True,4.0,30
2022-02-06,6,Nusa Dua Fine Dining,6749908,111,Seminyak,60809.98198198198,True,4.0,30
2022-02-06,7,Jimbaran Seafood,5142036,103,Canggu,49922.679611650485,True,4.0,30
