restaurant_id,date,total_sales,total_orders,ads_spend,ads_enabled,avg_rating,cancellation_rate,avg_preparation_time,avg_order_value,delivery_time
1,2022-01-11,2750387,55,0,False,4.8,0.124,26,50007,22
2,2022-01-11,3083485,49,195951,True,4.6,0.12,17,62928,31
3,2022-01-11,2857439,45,126775,True,4.5,0.064,34,63499,27
4,2022-01-11,2688645,53,0,False,3.8,0.061,20,50729,29
5,2022-01-11,1682876,37,115494,True,4.1,0.136,29,45483,40
6,2022-01-11,2755522,44,195823,True,3.8,0.073,17,62626,37
7,2022-01-11,4328803,68,113623,True,4.6,0.055,15,63659,35
8,2022-01-11,2165085,45,84627,True,4.0,0.145,31,48113,39
1,2022-01-12,4901947,78,0,False,4.6,0.053,19,62845,43
2,2022-01-12,3979848,83,101147,True,4.2,0.059,18,47950,30
3,2022-01-12,3641898,63,0,False,4.1,0.115,24,57808,27
4,2022-01-12,2675588,43,105636,True,4.8,0.072,25,62223,35
5,2022-01-12,3266687,59,154547,True,4.8,0.063,20,55368,33
6,2022-01-12,3783327,81,0,False,3.8,0.033,31,46708,25
7,2022-01-12,4576112,90,0,False,4.4,0.065,33,50846,28
8,2022-01-12,1445154,26,86903,True,4.1,0.114,23,55583,26
1,2022-01-13,3516638,56,130961,True,3.7,0.042,22,62797,42
2,2022-01-13,3143628,54,159358,True,4.8,0.124,23,58215,25
3,2022-01-13,3622438,56,0,False,4.3,0.033,20,64686,36
4,2022-01-13,3095144,66,102753,True,4.8,0.102,16,46896,27
5,2022-01-13,2035108,33,0,False,4.2,0.091,33,61670,25
6,2022-01-13,4263358,72,85892,True,3.9,0.088,24,59213,23
7,2022-01-13,3967401,64,170970,True,4.3,0.069,28,61991,34
8,2022-01-13,2426869,53,0,False,3.9,0.079,29,45790,30
1,2022-01-14,5710880,105,172765,True,4.0,0.057,33,54389,29
2,2022-01-14,4404166,70,199260,True,4.2,0.056,32,62917,20
3,2022-01-14,3766325,71,192075,True,4.3,0.082,20,53047,40
4,2022-01-14,2638425,57,127333,True,4.4,0.148,27,46288,35
5,2022-01-14,4103443,82,166009,True,4.5,0.112,33,50042,30
6,2022-01-14,6324139,98,81106,True,4.0,0.139,19,64532,29
7,2022-01-14,5444221,120,0,False,3.6,0.148,26,45369,41
8,2022-01-14,2109425,43,199701,True,3.8,0.122,20,49056,25
1,2022-01-15,4158763,80,0,False,3.6,0.101,28,51985,28
2,2022-01-15,4477345,68,141685,True,3.5,0.039,16,65843,26
3,2022-01-15,4212718,88,0,False,4.8,0.138,25,47872,44
4,2022-01-15,3005360,49,0,False,4.6,0.116,33,61334,25
5,2022-01-15,2743816,54,142202,True,4.6,0.037,21,50811,34
6,2022-01-15,4898194,96,135246,True,4.5,0.085,29,51023,22
7,2022-01-15,6316249,114,0,False,4.0,0.077,27,55406,26
8,2022-01-15,2171332,34,150314,True,4.6,0.024,20,63863,38
1,2022-01-16,3540856,67,72591,True,4.1,0.063,29,52849,33
2,2022-01-16,4199969,68,85036,True,4.0,0.084,33,61764,23
3,2022-01-16,4520311,74,68258,True,3.8,0.056,25,61085,33
4,2022-01-16,3314613,73,0,False,4.0,0.139,20,45406,28
5,2022-01-16,2690301,47,115575,True,3.7,0.096,24,57240,23
6,2022-01-16,5492468,95,0,False,3.9,0.146,21,57815,40
7,2022-01-16,4337440,71,64403,True,3.6,0.115,16,61091,35
8,2022-01-16,3323175,67,76510,True,4.1,0.123,25,49600,38
1,2022-01-17,3664017,62,0,False,4.5,0.115,17,59097,30
2,2022-01-17,3267375,63,180707,True,4.0,0.142,19,51863,24
3,2022-01-17,2304958,36,0,False,4.5,0.125,27,64027,21
4,2022-01-17,2141859,46,183112,True,3.6,0.026,32,46562,29
5,2022-01-17,2402525,46,79910,True,4.6,0.065,31,52229,31
6,2022-01-17,4378835,76,0,False,4.3,0.054,17,57616,36
7,2022-01-17,4156670,80,0,False,4.3,0.143,33,51958,33
8,2022-01-17,1631264,25,57673,True,4.1,0.136,34,65251,37
1,2022-01-18,3012078,55,121009,True,4.3,0.143,16,54765,37
2,2022-01-18,2474360,38,0,False,4.1,0.024,28,65115,26
3,2022-01-18,3066806,48,125363,True,4.4,0.1,24,63892,40
4,2022-01-18,1918865,34,94795,True,4.3,0.023,17,56437,23
5,2022-01-18,1635973,33,161052,True,4.7,0.037,20,49575,42
6,2022-01-18,4359249,95,77193,True,4.3,0.047,19,45887,20
7,2022-01-18,2880282,49,121503,True,3.9,0.054,21,58781,37
8,2022-01-18,1265727,22,175152,True,3.9,0.118,29,57533,20
1,2022-01-19,5207959,106,59576,True,4.6,0.024,28,49132,44
2,2022-01-19,3451509,67,0,False,4.7,0.065,24,51515,36
3,2022-01-19,3774731,75,164975,True,4.1,0.146,17,50330,31
4,2022-01-19,2554137,47,0,False,4.5,0.137,16,54343,21
5,2022-01-19,2584913,53,134245,True,4.8,0.133,15,48772,24
6,2022-01-19,4703670,94,77566,True,4.0,0.1,18,50039,35
7,2022-01-19,4032159,73,125585,True,4.4,0.078,32,55235,20
8,2022-01-19,1645755,30,161083,True,4.3,0.111,29,54858,44
1,2022-01-20,2760929,58,0,False,4.4,0.121,34,47602,42
2,2022-01-20,3662590,74,127730,True,4.8,0.046,30,49494,27
3,2022-01-20,2575163,52,198412,True,4.1,0.064,29,49522,34
4,2022-01-20,3071675,67,0,False,4.6,0.02,20,45846,37
5,2022-01-20,3540287,54,117716,True,4.3,0.073,20,65561,43
6,2022-01-20,6057117,124,0,False,3.6,0.109,26,48848,36
7,2022-01-20,3425774,71,101176,True,4.7,0.023,29,48250,37
8,2022-01-20,1518807,29,119783,True,4.4,0.131,15,52373,32
1,2022-01-21,4917677,93,0,False,3.5,0.066,30,52878,24
2,2022-01-21,4219441,85,106591,True,4.4,0.138,34,49640,37
3,2022-01-21,4942406,100,86142,True,4.9,0.064,33,49424,42
4,2022-01-21,3455030,59,106294,True,4.7,0.106,23,58560,28
5,2022-01-21,2776730,44,58557,True,3.8,0.146,31,63108,33
6,2022-01-21,7092060,113,0,False,4.3,0.074,15,62762,26
7,2022-01-21,6828071,108,0,False,3.9,0.021,26,63223,30
8,2022-01-21,2067321,40,77600,True,3.7,0.056,19,51683,43
1,2022-01-22,5828380,93,179838,True,3.7,0.065,29,62671,34
2,2022-01-22,3683971,70,0,False,4.6,0.03,30,52628,35
3,2022-01-22,3978392,84,116879,True,4.7,0.101,23,47362,43
4,2022-01-22,2192545,40,192684,True,4.0,0.052,23,54814,35
5,2022-01-22,3546183,76,173871,True,4.6,0.05,25,46660,42
6,2022-01-22,6327906,118,137338,True,3.8,0.141,23,53626,31
7,2022-01-22,6187211,99,0,False,4.6,0.084,32,62497,24
8,2022-01-22,2622833,46,74096,True,4.2,0.051,26,57018,24
1,2022-01-23,6015454,115,109436,True,4.1,0.035,15,52308,35
2,2022-01-23,3876201,65,56743,True,4.8,0.066,31,59634,26
3,2022-01-23,5151098,82,157328,True,4.1,0.065,28,62818,30
4,2022-01-23,3791325,60,198967,True,4.5,0.022,31,63189,30
5,2022-01-23,3842909,66,90586,True,4.6,0.144,20,58226,30
6,2022-01-23,7191949,129,152400,True,3.6,0.093,17,55752,29
7,2022-01-23,5382400,104,0,False,4.3,0.089,17,51754,34
8,2022-01-23,2766037,47,0,False,3.8,0.12,22,58852,37
1,2022-01-24,3935755,78,132138,True,4.1,0.051,25,50458,41
2,2022-01-24,3414104,60,162533,True,4.1,0.033,33,56902,41
3,2022-01-24,3076787,51,143496,True,4.1,0.058,20,60329,39
4,2022-01-24,1980792,39,99776,True,4.3,0.042,29,50790,21
5,2022-01-24,1816726,29,199211,True,4.2,0.063,26,62646,41
6,2022-01-24,3176545,63,0,False,4.4,0.052,27,50421,23
7,2022-01-24,2580245,45,185342,True,4.1,0.051,33,57339,33
8,2022-01-24,1397393,26,0,False,4.1,0.106,26,53746,32
1,2022-01-25,2399295,42,193873,True,4.6,0.085,31,57126,21
2,2022-01-25,2625325,57,151061,True,3.7,0.127,30,46058,37
3,2022-01-25,3229704,53,127613,True,4.0,0.052,25,60938,33
4,2022-01-25,2094639,33,0,False,4.3,0.051,34,63474,34
5,2022-01-25,1758618,33,0,False,4.2,0.054,27,53291,35
6,2022-01-25,4042117,85,0,False,4.6,0.074,27,47554,34
7,2022-01-25,3652190,78,0,False,3.7,0.149,30,46823,44
8,2022-01-25,1241812,25,0,False,4.7,0.067,18,49672,34
1,2022-01-26,5302797,110,55677,True,4.8,0.067,16,48207,22
2,2022-01-26,3327611,59,129012,True,4.7,0.062,33,56400,20
3,2022-01-26,3801524,69,71260,True,3.6,0.026,18,55095,44
4,2022-01-26,1755163,32,74507,True,4.7,0.11,22,54849,40
5,2022-01-26,2127295,37,76249,True,3.6,0.086,17,57494,38
6,2022-01-26,4649795,92,52182,True,4.2,0.144,19,50541,26
7,2022-01-26,5003973,90,173040,True,4.2,0.095,30,55600,31
8,2022-01-26,2222580,37,146317,True,4.6,0.055,18,60070,27
1,2022-01-27,4202413,79,134404,True,3.5,0.101,25,53195,34
2,2022-01-27,3052191,48,0,False,4.2,0.056,16,63587,28
3,2022-01-27,3782348,58,176038,True,4.7,0.057,23,65213,25
4,2022-01-27,1921163,34,0,False,4.0,0.043,28,56505,32
5,2022-01-27,2708263,43,184493,True,3.7,0.092,16,62983,29
6,2022-01-27,4124018,78,52016,True,3.9,0.118,15,52872,44
7,2022-01-27,4235904,81,153101,True,4.9,0.072,31,52295,23
8,2022-01-27,1577559,27,163007,True,4.6,0.056,29,58428,31
1,2022-01-28,4334220,71,187729,True,3.9,0.062,27,61045,24
2,2022-01-28,4896637,80,113510,True,4.7,0.107,26,61208,32
3,2022-01-28,3707513,57,0,False,3.9,0.096,18,65044,23
4,2022-01-28,3442380,64,66783,True,4.6,0.094,34,53787,32
5,2022-01-28,3311821,55,82416,True,4.6,0.149,26,60215,20
6,2022-01-28,7107204,109,0,False,4.6,0.097,34,65204,22
7,2022-01-28,6963938,127,195139,True,3.9,0.021,20,54834,26
8,2022-01-28,2295341,36,0,False,4.1,0.143,30,63759,38
1,2022-01-29,5211399,87,0,False,4.5,0.13,30,59901,43
2,2022-01-29,4919962,80,0,False,3.8,0.126,16,61500,42
3,2022-01-29,4027028,76,151616,True,4.5,0.148,30,52987,37
4,2022-01-29,3837089,66,173170,True,4.0,0.117,28,58138,32
5,2022-01-29,4334821,95,122263,True,4.7,0.138,15,45630,37
6,2022-01-29,4765423,77,137847,True,4.2,0.117,26,61889,36
7,2022-01-29,3723534,80,180310,True,4.8,0.023,16,46544,20
8,2022-01-29,1986000,42,0,False,3.7,0.076,33,47286,40
1,2022-01-30,5017152,84,139139,True,3.8,0.03,32,59728,43
2,2022-01-30,4678274,78,0,False,4.6,0.026,20,59978,40
3,2022-01-30,4596430,77,57337,True,3.8,0.091,24,59694,38
4,2022-01-30,2202699,45,186420,True,4.2,0.062,26,48949,31
5,2022-01-30,3178408,63,150005,True,3.9,0.123,18,50451,23
6,2022-01-30,6123896,112,0,False,4.0,0.13,29,54678,35
7,2022-01-30,6090940,121,149768,True,4.0,0.049,25,50338,30
8,2022-01-30,2945329,47,89214,True,4.7,0.085,29,62667,36
1,2022-01-31,2213154,44,93258,True,3.8,0.12,26,50299,37
2,2022-01-31,3206294,51,111109,True,4.7,0.082,18,62869,28
3,2022-01-31,2138215,39,121157,True,4.8,0.13,29,54826,26
4,2022-01-31,2319036,48,0,False,4.8,0.114,34,48313,44
5,2022-01-31,2432521,41,94313,True,4.6,0.021,26,59330,33
6,2022-01-31,4886959,101,0,False,3.7,0.076,16,48386,32
7,2022-01-31,4018067,67,178368,True,4.5,0.092,20,59971,38
8,2022-01-31,1819641,37,81132,True,4.0,0.029,16,49179,43
1,2022-02-01,4021660,63,0,False,3.8,0.068,32,63836,37
2,2022-02-01,2819682,43,0,False,4.4,0.123,21,65574,24
3,2022-02-01,2673714,57,75899,True,3.8,0.058,23,46907,29
4,2022-02-01,1402201,25,79300,True,4.1,0.068,21,56088,30
5,2022-02-01,1733733,27,93048,True,3.8,0.058,18,64212,25
6,2022-02-01,4948532,80,98219,True,4.5,0.112,28,61857,37
7,2022-02-01,4354076,67,169293,True,3.8,0.129,24,64986,36
8,2022-02-01,1604184,35,157962,True,3.5,0.071,32,45834,21
1,2022-02-02,5075749,90,176077,True,4.6,0.128,25,56397,21
2,2022-02-02,2466205,43,0,False,4.5,0.049,25,57354,42
3,2022-02-02,3484136,58,0,False,4.9,0.058,24,60071,34
4,2022-02-02,2092400,42,122457,True,3.7,0.069,32,49819,30
5,2022-02-02,2906954,59,153220,True,3.5,0.14,24,49270,30
6,2022-02-02,3318619,55,0,False,4.5,0.149,29,60339,44
7,2022-02-02,3064601,54,171197,True,4.3,0.061,29,56752,43
8,2022-02-02,1989298,35,179953,True,3.5,0.124,30,56837,20
1,2022-02-03,4751227,86,121894,True,4.8,0.095,23,55247,22
2,2022-02-03,3160776,52,177532,True,4.8,0.136,26,60784,27
3,2022-02-03,4858636,93,111351,True,3.8,0.137,32,52243,34
4,2022-02-03,2422766,51,171978,True,4.0,0.056,33,47505,34
5,2022-02-03,3288350,60,60837,True,3.7,0.02,29,54806,21
6,2022-02-03,4805945,86,0,False,3.6,0.136,19,55883,20
7,2022-02-03,4532316,80,66950,True,4.1,0.054,24,56654,29
8,2022-02-03,1782409,34,0,False,4.3,0.099,17,52424,25
1,2022-02-04,5137375,95,154703,True,3.8,0.043,29,54078,44
2,2022-02-04,3416785,55,125146,True,3.6,0.113,24,62123,32
3,2022-02-04,3261695,51,182858,True,4.6,0.084,31,63955,40
4,2022-02-04,2793294,46,109244,True,3.8,0.022,24,60724,35
5,2022-02-04,3507768,68,0,False,4.1,0.099,25,51585,32
6,2022-02-04,4892792,75,151878,True,4.5,0.111,32,65237,23
7,2022-02-04,4249137,87,158943,True,4.5,0.076,25,48841,35
8,2022-02-04,3226574,62,74486,True,4.7,0.095,16,52042,28
1,2022-02-05,3955180,63,0,False,4.7,0.141,20,62781,35
2,2022-02-05,4520293,74,117646,True,3.9,0.068,28,61085,20
3,2022-02-05,3588578,65,142034,True,4.2,0.056,32,55209,23
4,2022-02-05,4038778,85,118764,True,4.2,0.116,30,47515,42
5,2022-02-05,4483708,98,0,False,3.9,0.103,28,45752,32
6,2022-02-05,5646916,97,140969,True,4.4,0.032,22,58216,39
7,2022-02-05,5873595,100,79153,True,4.2,0.075,20,58736,42
8,2022-02-05,2904858,47,154209,True,4.7,0.119,33,61805,25
1,2022-02-06,5882079,117,0,False,4.3,0.05,29,50274,22
2,2022-02-06,3901334,68,113101,True,3.9,0.041,31,57373,37
3,2022-02-06,4791344,83,109479,True,4.7,0.059,23,57727,28
4,2022-02-06,3694357,65,0,False,4.5,0.095,16,56836,43
5,2022-02-06,3524279,59,0,False,4.6,0.048,27,59734,37
6,2022-02-06,6749908,111,0,False,3.8,0.149,18,60810,34
7,2022-02-06,5142036,103,148690,True,4.1,0.084,19,49923,25
8,2022-02-06,2302315,47,55700,True,4.8,0.149,32,48985,35
1,2022-02-07,2921749,60,187521,True,3.9,0.039,33,48696,37
2,2022-02-07,1909882,38,66458,True,4.5,0.054,19,50260,20
3,2022-02-07,3614376,72,186686,True,4.1,0.13,29,50200,27
4,2022-02-07,2073606,39,0,False,4.1,0.098,34,53169,22
5,2022-02-07,2612418,45,144823,True,4.5,0.112,25,58054,30
6,2022-02-07,3790612,60,0,False,3.9,0.093,27,63177,27
7,2022-02-07,4293810,77,104105,True,4.0,0.089,26,55764,44
8,2022-02-07,1393456,27,107899,True,4.3,0.053,19,51609,44
1,2022-02-08,3848367,60,131193,True,3.9,0.03,18,64139,38
2,2022-02-08,1862407,37,176909,True,4.4,0.097,33,50335,31
3,2022-02-08,3562165,76,0,False,4.1,0.096,32,46871,37
4,2022-02-08,1885862,33,0,False,4.1,0.114,22,57147,35
5,2022-02-08,2809281,53,132054,True,4.9,0.021,19,53005,31
6,2022-02-08,2912158,53,166863,True,4.6,0.025,19,54946,44
7,2022-02-08,2552949,42,135400,True,4.6,0.044,19,60784,28
8,2022-02-08,1671018,33,129030,True,4.5,0.092,31,50637,28
1,2022-02-09,4459467,87,164805,True,4.5,0.125,33,51258,33
2,2022-02-09,3256433,69,0,False,4.2,0.148,28,47195,34
3,2022-02-09,4826976,80,126546,True,3.8,0.032,32,60337,20
4,2022-02-09,2781982,47,83399,True,4.4,0.071,31,59191,24
5,2022-02-09,3430171,66,119563,True,4.4,0.098,18,51972,43
6,2022-02-09,5218556,97,0,False,3.6,0.145,21,53800,24
7,2022-02-09,3094669,64,103992,True,4.7,0.079,26,48354,22
8,2022-02-09,2171486,45,0,False,4.3,0.061,31,48255,24
1,2022-02-10,4183627,76,137284,True,4.9,0.108,15,55048,41
2,2022-02-10,3458860,58,85004,True,3.8,0.093,33,59636,39
3,2022-02-10,2950800,48,197701,True,4.6,0.095,34,61475,42
4,2022-02-10,3252883,51,177865,True,3.8,0.098,29,63782,23
5,2022-02-10,3279677,52,185646,True,4.6,0.025,19,63071,37
6,2022-02-10,3490640,72,99626,True,4.3,0.063,20,48481,22
7,2022-02-10,3764148,58,173703,True,4.4,0.142,30,64899,21
8,2022-02-10,2387255,42,134709,True,4.6,0.127,20,56839,22
1,2022-02-11,4088468,77,177587,True,3.6,0.101,30,53097,20
2,2022-02-11,4005868,86,156231,True,4.5,0.096,34,46580,22
3,2022-02-11,5358541,83,107649,True,4.7,0.023,24,64561,27
4,2022-02-11,2096608,41,163040,True,3.7,0.053,30,51137,29
5,2022-02-11,3475537,54,120061,True,3.5,0.14,24,64362,26
6,2022-02-11,4940101,85,0,False,4.7,0.101,20,58119,31
7,2022-02-11,6022394,94,108558,True,4.6,0.145,21,64068,43
8,2022-02-11,2114877,35,0,False,3.8,0.148,28,60425,31
1,2022-02-12,4952489,102,90915,True,4.5,0.084,29,48554,35
2,2022-02-12,4365532,76,165089,True,3.5,0.148,26,57441,30
3,2022-02-12,3595426,71,0,False,4.1,0.062,23,50640,29
4,2022-02-12,2653061,54,105081,True,3.5,0.094,25,49131,23
5,2022-02-12,4002306,62,0,False,3.7,0.109,23,64553,23
6,2022-02-12,6998876,130,124469,True,4.4,0.077,15,53838,28
7,2022-02-12,4425339,89,0,False,4.7,0.025,25,49723,41
8,2022-02-12,2811452,55,136365,True,4.4,0.131,25,51117,33
1,2022-02-13,5288983,88,0,False,3.8,0.148,17,60102,40
2,2022-02-13,4222325,91,0,False,4.8,0.127,32,46399,44
3,2022-02-13,3023419,62,155393,True,3.8,0.059,23,48765,23
4,2022-02-13,3347185,52,190310,True,3.7,0.073,20,64369,33
5,2022-02-13,4016059,64,175643,True,4.2,0.051,26,62751,30
6,2022-02-13,6027625,133,192243,True,4.0,0.027,29,45320,36
7,2022-02-13,6993427,130,0,False,4.2,0.028,25,53796,34
8,2022-02-13,2607385,40,125041,True,4.5,0.095,24,65185,27
1,2022-02-14,3435258,55,0,False,3.7,0.117,28,62459,24
2,2022-02-14,3069495,56,177587,True,3.7,0.111,33,54812,28
3,2022-02-14,3490923,63,149649,True,3.5,0.04,22,55411,41
4,2022-02-14,2246890,46,83276,True,4.3,0.143,16,48845,20
5,2022-02-14,2469502,46,0,False,4.6,0.026,31,53685,25
6,2022-02-14,4941967,90,168009,True,4.5,0.059,32,54911,25
7,2022-02-14,2590235,57,98160,True,4.6,0.114,33,45443,35
8,2022-02-14,1921557,38,137309,True,4.9,0.068,28,50567,22
1,2022-02-15,2487121,39,0,False,4.1,0.139,18,63772,26
2,2022-02-15,2927047,47,195567,True,3.8,0.104,28,62278,28
3,2022-02-15,2284741,46,161337,True,4.3,0.144,16,49668,30
4,2022-02-15,1804185,38,181651,True,4.6,0.123,20,47479,32
5,2022-02-15,2646560,40,58735,True,4.4,0.061,27,66164,26
6,2022-02-15,2625720,42,0,False,4.0,0.024,25,62517,25
7,2022-02-15,2762870,57,79009,True,4.3,0.103,24,48471,37
8,2022-02-15,2058207,34,189934,True,4.2,0.095,33,60535,34
1,2022-02-16,3050784,56,0,False,4.7,0.03,28,54478,33
2,2022-02-16,2699027,51,93100,True,4.7,0.074,23,52922,36
3,2022-02-16,4114495,67,79898,True,3.6,0.026,20,61410,23
4,2022-02-16,2119196,35,85268,True,4.9,0.123,34,60548,42
5,2022-02-16,3578816,65,169667,True,4.0,0.094,16,55059,28
6,2022-02-16,5702758,120,158017,True,3.7,0.049,24,47523,29
7,2022-02-16,3744957,83,181846,True,4.7,0.078,21,45120,24
8,2022-02-16,2171686,39,194866,True,4.4,0.092,32,55684,34
1,2022-02-17,3278639,67,151428,True,4.1,0.04,22,48935,37
2,2022-02-17,2718848,50,98524,True,4.4,0.089,32,54377,33
3,2022-02-17,4117417,88,189831,True,4.7,0.105,21,46789,31
4,2022-02-17,1773077,30,0,False,4.4,0.103,21,59103,35
5,2022-02-17,2027604,43,0,False,4.6,0.122,28,47154,33
6,2022-02-17,3970067,80,0,False,4.3,0.148,30,49626,21
7,2022-02-17,2969752,62,153674,True,4.5,0.149,18,47899,39
8,2022-02-17,2734497,48,110884,True,3.9,0.102,25,56969,36
1,2022-02-18,6192410,102,0,False,4.5,0.037,33,60710,32
2,2022-02-18,4758944,86,182800,True,3.7,0.085,25,55337,22
3,2022-02-18,5195854,81,92796,True,3.8,0.149,30,64146,22
4,2022-02-18,2583662,54,153585,True,3.9,0.126,19,47846,37
5,2022-02-18,2688115,42,59702,True,4.1,0.076,25,64003,41
6,2022-02-18,7153573,114,132525,True,3.9,0.038,28,62751,33
7,2022-02-18,5670623,120,149804,True,3.9,0.047,15,47255,24
8,2022-02-18,2827102,60,0,False,4.8,0.067,23,47118,27
1,2022-02-19,3397665,69,139183,True,4.4,0.024,28,49242,21
2,2022-02-19,3188841,59,145587,True,3.6,0.09,21,54048,43
3,2022-02-19,4931236,77,119743,True,4.7,0.042,20,64042,21
4,2022-02-19,3334948,59,174892,True,3.7,0.108,26,56525,43
5,2022-02-19,3159174,50,149524,True,3.8,0.054,26,63183,22
6,2022-02-19,4712330,102,175526,True,4.4,0.045,21,46199,36
7,2022-02-19,6162750,119,0,False,3.8,0.048,28,51788,29
