restaurant_id,date,total_sales,total_orders,ads_spend,ads_enabled,avg_rating,cancellation_rate,avg_preparation_time,avg_order_value,delivery_time
3,2022-01-12,2633039,65,132963,True,3.4,0.17,30,40508,34
4,2022-01-12,1198997,22,82459,True,3.5,0.153,35,54500,36
5,2022-01-12,1784909,43,112958,True,3.5,0.042,26,41510,30
6,2022-01-12,2751389,57,0,False,4.1,0.143,24,48270,45
7,2022-01-12,3424191,61,0,False,3.5,0.034,39,56134,29
8,2022-01-12,1019661,19,146520,True,3.6,0.064,21,53666,49
1,2022-01-13,2724237,56,128738,True,4.0,0.172,20,48647,45
2,2022-01-13,1755094,41,112760,True,4.0,0.173,37,42807,38
3,2022-01-13,2335499,40,0,False,3.8,0.122,32,58387,40
4,2022-01-13,1584249,38,0,False,3.5,0.161,38,41691,48
5,2022-01-13,1423205,24,48272,True,4.5,0.097,35,59300,48
6,2022-01-13,3012652,74,0,False,4.5,0.092,22,40712,31
7,2022-01-13,3278261,80,33734,True,3.6,0.166,32,40978,28
8,2022-01-13,1211068,23,0,False,3.9,0.048,33,52655,42
1,2022-01-14,3835077,81,32137,True,4.0,0.048,39,47347,40
2,2022-01-14,1675021,29,0,False,4.2,0.151,39,57759,47
3,2022-01-14,2055009,34,0,False,4.1,0.148,36,60441,26
4,2022-01-14,1601478,39,0,False,4.7,0.099,22,41064,49
5,2022-01-14,1843269,33,37095,True,4.0,0.08,21,55857,48
6,2022-01-14,4443473,99,57903,True,4.6,0.097,21,44884,25
7,2022-01-14,3532119,87,102054,True,3.9,0.148,34,40599,37
8,2022-01-14,1167863,19,41211,True,3.6,0.122,36,61466,29
1,2022-01-15,2895431,61,32719,True,4.0,0.042,21,47466,44
2,2022-01-15,1806203,42,0,False,4.4,0.163,36,43005,42
3,2022-01-15,1839442,32,57408,True,4.7,0.158,38,57483,29
4,2022-01-15,1810979,39,0,False,4.3,0.075,27,46435,32
5,2022-01-15,2876715,66,64596,True,3.4,0.104,34,43587,49
6,2022-01-15,4339342,94,41456,True,4.6,0.065,37,46163,40
7,2022-01-15,3641486,80,82269,True,4.5,0.037,24,45519,26
8,2022-01-15,1301211,28,122719,True,3.6,0.115,34,46472,25
1,2022-01-16,2879954,71,147846,True,4.3,0.161,27,40563,46
2,2022-01-16,1666602,29,0,False,4.6,0.147,32,57469,37
3,2022-01-16,3101418,71,0,False,4.3,0.152,30,43682,44
4,2022-01-16,1492548,32,102975,True,4.2,0.076,39,46642,38
5,2022-01-16,2340370,46,0,False,3.5,0.111,34,50878,36
6,2022-01-16,2966209,72,0,False,3.8,0.124,20,41197,28
7,2022-01-16,3459563,75,92214,True,4.2,0.126,36,46128,45
8,2022-01-16,1752312,33,35685,True,4.0,0.063,36,53100,28
1,2022-01-17,1668172,39,117400,True,4.3,0.115,24,42774,27
2,2022-01-17,1719638,37,62047,True,3.9,0.075,20,46477,36
3,2022-01-17,1544154,32,106930,True,4.3,0.116,26,48255,44
4,2022-01-17,963927,21,99264,True,3.7,0.153,37,45901,38
5,2022-01-17,1040169,18,65604,True,3.7,0.146,23,57787,48
6,2022-01-17,1646930,40,0,False,4.7,0.069,34,41173,31
7,2022-01-17,2544618,59,115472,True,4.2,0.142,26,43129,47
8,2022-01-17,1271700,22,0,False,4.3,0.05,29,57805,40
1,2022-01-18,1585927,26,0,False,3.8,0.091,22,60997,30
2,2022-01-18,1561276,29,0,False,4.4,0.145,26,53837,33
3,2022-01-18,1841753,43,0,False,3.7,0.175,26,42831,42
4,2022-01-18,982688,16,81325,True,4.1,0.164,32,61418,41
5,2022-01-18,1200963,22,68574,True,4.6,0.092,37,54589,44
6,2022-01-18,2821923,48,0,False,4.6,0.092,28,58790,29
7,2022-01-18,1674092,31,34373,True,3.4,0.095,25,54003,42
8,2022-01-18,928580,22,0,False,4.1,0.097,23,42208,27
1,2022-01-19,2695307,48,0,False,3.6,0.144,18,56152,49
2,2022-01-19,1312919,21,55178,True,3.8,0.042,23,62520,47
3,2022-01-19,1870833,36,108575,True,3.6,0.099,36,51968,40
4,2022-01-19,1514762,30,0,False,4.0,0.109,32,50492,36
5,2022-01-19,2292689,51,95212,True,3.5,0.039,37,44955,29
6,2022-01-19,3072258,53,49679,True,4.8,0.076,25,57967,46
7,2022-01-19,2579743,62,81731,True,4.5,0.151,35,41609,47
8,2022-01-19,1267249,21,0,False,4.1,0.098,23,60345,31
1,2022-01-20,1806914,39,0,False,3.9,0.149,39,46331,26
2,2022-01-20,2151661,39,90310,True,3.5,0.074,23,55171,33
3,2022-01-20,2384984,46,112156,True,3.9,0.147,25,51847,36
4,2022-01-20,1334600,27,129941,True,3.6,0.092,39,49430,40
5,2022-01-20,1779366,43,0,False,4.7,0.154,36,41381,35
6,2022-01-20,2629815,58,71110,True,4.0,0.177,24,45342,31
7,2022-01-20,2638037,58,35587,True,4.6,0.168,18,45483,30
8,2022-01-20,1214480,28,0,False,4.1,0.079,19,43374,42
1,2022-01-21,3436874,57,45446,True,4.6,0.031,30,60296,42
2,2022-01-21,1778928,30,67765,True,4.6,0.172,30,59298,44
3,2022-01-21,2694243,56,30553,True,3.6,0.055,29,48111,25
4,2022-01-21,2353448,52,0,False,4.0,0.055,21,45259,41
5,2022-01-21,2465182,57,0,False,3.7,0.145,26,43249,26
6,2022-01-21,2681991,52,104448,True,3.9,0.127,24,51577,37
7,2022-01-21,2214392,51,0,False,4.4,0.119,21,43419,44
8,2022-01-21,1112284,24,0,False,3.9,0.081,32,46345,41
1,2022-01-22,3691540,86,65302,True,3.7,0.08,32,42925,30
2,2022-01-22,2595043,59,0,False,3.7,0.089,28,43984,35
3,2022-01-22,2498842,43,117365,True,4.2,0.071,36,58113,38
4,2022-01-22,2309820,42,62812,True,3.7,0.161,39,54996,33
5,2022-01-22,2026825,40,106318,True,3.7,0.043,27,50671,43
6,2022-01-22,3211494,60,0,False,3.6,0.156,37,53525,34
7,2022-01-22,2937441,53,146123,True,3.7,0.171,30,55423,26
8,2022-01-22,1945117,34,35450,True,4.1,0.174,18,57209,37
1,2022-01-23,2496307,47,40452,True,3.7,0.167,21,53113,49
2,2022-01-23,2415348,41,0,False,3.7,0.143,19,58911,44
3,2022-01-23,2201976,40,0,False,4.3,0.121,34,55049,46
4,2022-01-23,1547597,36,55423,True,3.8,0.121,30,42989,36
5,2022-01-23,1655984,36,0,False,4.1,0.14,22,46000,35
6,2022-01-23,2676665,51,0,False,3.6,0.135,36,52484,26
7,2022-01-23,2364653,44,114618,True,4.6,0.16,39,53742,25
8,2022-01-23,1594472,39,0,False,4.2,0.166,28,40884,25
1,2022-01-24,2199571,47,42083,True,3.6,0.085,32,46799,45
2,2022-01-24,1165844,23,0,False,3.8,0.151,21,50689,27
3,2022-01-24,2210963,40,66059,True,4.3,0.041,36,55274,49
4,2022-01-24,822533,19,66566,True,4.2,0.078,29,43291,37
5,2022-01-24,1698523,36,34124,True,3.4,0.144,31,47181,48
6,2022-01-24,1978743,35,122061,True,4.5,0.074,22,56536,41
7,2022-01-24,1715901,30,0,False,3.8,0.063,33,57197,42
8,2022-01-24,803796,17,33695,True,4.7,0.075,31,47282,44
1,2022-01-25,1952870,40,0,False,4.5,0.136,19,48822,45
2,2022-01-25,1226257,23,65211,True,4.2,0.152,33,53316,27
3,2022-01-25,1684290,34,0,False,4.7,0.085,34,49538,32
4,2022-01-25,1481684,29,113668,True,3.7,0.086,29,51093,38
5,2022-01-25,1389262,26,90513,True,3.5,0.091,24,53433,47
6,2022-01-25,2832285,62,114838,True,3.7,0.159,31,45682,26
7,2022-01-25,1756220,37,88479,True,4.1,0.078,22,47465,38
8,2022-01-25,823312,16,137041,True,4.1,0.05,28,51457,46
1,2022-01-26,2691968,49,94786,True,3.8,0.046,21,54938,34
2,2022-01-26,1960062,39,0,False,4.2,0.052,39,50258,47
3,2022-01-26,1820756,42,78379,True,4.0,0.036,21,43351,43
4,2022-01-26,1519895,33,0,False,4.3,0.071,39,46057,42
5,2022-01-26,2152713,41,98307,True,4.2,0.065,37,52505,27
6,2022-01-26,2450292,56,0,False,4.5,0.141,33,43755,27
7,2022-01-26,2844015,55,0,False,4.0,0.08,25,51709,37
8,2022-01-26,1083017,20,0,False,3.6,0.089,22,54151,31
1,2022-01-27,2357343,53,73274,True,3.9,0.161,21,44478,44
2,2022-01-27,2137853,36,71137,True,4.5,0.102,26,59385,46
3,2022-01-27,1527320,37,0,False,4.2,0.048,18,41279,28
4,2022-01-27,1614744,27,147654,True,3.7,0.067,31,59805,42
5,2022-01-27,1707645,40,0,False,4.5,0.149,20,42691,38
6,2022-01-27,3401493,65,140587,True,4.5,0.052,33,52331,39
7,2022-01-27,2415871,48,0,False,4.4,0.096,21,50331,47
8,2022-01-27,1344663,25,0,False,3.7,0.174,23,53787,28
1,2022-01-28,3135837,58,43036,True,4.3,0.169,28,54066,46
2,2022-01-28,2707398,47,0,False,4.0,0.129,18,57604,41
3,2022-01-28,3273331,54,100902,True,3.6,0.127,26,60617,25
4,2022-01-28,2420551,59,0,False,3.9,0.142,38,41026,40
5,2022-01-28,2615072,49,49104,True,4.6,0.146,24,53369,28
6,2022-01-28,3061973,63,39005,True,4.4,0.06,18,48603,44
7,2022-01-28,4134834,68,0,False,3.5,0.06,34,60806,49
8,2022-01-28,1833714,42,141229,True,3.4,0.065,25,43660,25
1,2022-01-29,3697190,66,92613,True,4.1,0.044,35,56018,49
2,2022-01-29,2587885,61,145968,True,4.5,0.054,21,42424,27
3,2022-01-29,2208843,40,67125,True,4.3,0.11,34,55221,27
4,2022-01-29,2362381,40,0,False,4.2,0.031,19,59060,38
5,2022-01-29,2097961,48,0,False,4.0,0.157,28,43708,33
6,2022-01-29,4420834,78,129566,True,3.5,0.037,31,56677,37
7,2022-01-29,2706348,62,133369,True,4.7,0.128,36,43651,41
8,2022-01-29,1340972,32,73886,True,3.8,0.156,38,41905,25
1,2022-01-30,3832736,77,0,False,3.7,0.071,29,49776,35
2,2022-01-30,2116204,48,0,False,3.5,0.064,19,44088,46
3,2022-01-30,3089159,57,0,False,4.7,0.041,21,54196,42
4,2022-01-30,2059082,44,121403,True,4.5,0.073,31,46797,26
5,2022-01-30,2029928,43,38231,True,3.5,0.18,27,47208,30
6,2022-01-30,4421179,82,88391,True,3.9,0.103,21,53917,48
7,2022-01-30,3580514,64,117731,True,3.6,0.07,22,55946,42
8,2022-01-30,1099479,22,98646,True,4.4,0.131,28,49976,32
1,2022-01-31,1593868,28,39449,True,4.8,0.095,19,56924,31
2,2022-01-31,1218868,29,58766,True,4.4,0.125,39,42030,32
3,2022-01-31,1450072,28,94257,True,4.2,0.087,19,51788,48
4,2022-01-31,1410982,30,142508,True,3.5,0.059,18,47033,30
5,2022-01-31,996699,20,0,False,4.8,0.045,38,49835,31
6,2022-01-31,2753062,56,55213,True,4.1,0.065,19,49162,39
7,2022-01-31,1725786,34,0,False,4.5,0.035,37,50758,45
8,2022-01-31,1117760,22,0,False,3.5,0.071,34,50807,46
1,2022-02-01,1404823,30,0,False,3.7,0.092,21,46827,41
2,2022-02-01,1728929,37,0,False,4.0,0.056,34,46728,45
3,2022-02-01,2095322,47,74944,True,4.6,0.163,34,44581,31
4,2022-02-01,1321733,24,0,False,4.0,0.075,36,55072,44
5,2022-02-01,1866944,37,0,False,4.1,0.122,23,50458,30
6,2022-02-01,2884369,64,135436,True,4.7,0.127,18,45068,42
7,2022-02-01,2085840,38,0,False,4.3,0.06,19,54891,33
8,2022-02-01,750193,14,124012,True,4.1,0.151,35,53585,30
1,2022-02-02,2477630,50,0,False,4.1,0.122,30,49553,37
2,2022-02-02,1463579,30,117958,True,3.8,0.139,21,48786,49
3,2022-02-02,2433583,58,38387,True,4.7,0.061,26,41958,29
4,2022-02-02,1631933,39,0,False,4.5,0.034,34,41844,26
5,2022-02-02,2117288,38,0,False,4.0,0.098,20,55718,40
6,2022-02-02,2758320,60,69796,True,3.6,0.054,32,45972,26
7,2022-02-02,2962149,67,88618,True,3.9,0.144,22,44211,26
8,2022-02-02,1630751,39,53529,True,3.6,0.107,28,41814,37
1,2022-02-03,3177665,70,35068,True,3.6,0.033,26,45395,49
2,2022-02-03,1546717,26,121624,True,3.6,0.048,27,59489,42
3,2022-02-03,2489318,45,0,False,3.8,0.175,36,55318,49
4,2022-02-03,1931810,37,69452,True,4.2,0.126,36,52211,35
5,2022-02-03,2329246,39,52011,True,4.2,0.148,33,59724,34
6,2022-02-03,2496975,41,0,False,4.2,0.091,38,60902,40
7,2022-02-03,2701036,57,0,False,4.2,0.148,37,47387,46
8,2022-02-03,1121650,20,143868,True,3.8,0.12,23,56082,48
1,2022-02-04,2704401,46,0,False,3.5,0.05,23,58791,35
2,2022-02-04,2503512,43,0,False,4.1,0.164,33,58221,41
3,2022-02-04,1846869,32,46786,True,4.3,0.072,31,57715,25
4,2022-02-04,1538537,35,94712,True,3.5,0.149,28,43958,47
5,2022-02-04,2625104,50,0,False,3.4,0.06,31,52502,45
6,2022-02-04,2714725,45,0,False,4.6,0.045,23,60327,41
7,2022-02-04,3185026,64,0,False,4.4,0.048,38,49766,33
8,2022-02-04,1394011,23,140518,True,3.9,0.168,32,60609,30
1,2022-02-05,3327697,74,142947,True,3.4,0.158,35,44969,40
2,2022-02-05,1690073,39,89664,True,4.4,0.037,18,43335,43
3,2022-02-05,2660819,64,0,False,4.1,0.145,27,41575,42
4,2022-02-05,1805463,32,0,False,3.9,0.156,25,56421,28
5,2022-02-05,1984513,41,0,False,4.1,0.065,39,48403,46
6,2022-02-05,2417581,43,0,False,4.3,0.044,36,56223,28
7,2022-02-05,3947757,98,0,False,4.7,0.096,29,40283,33
8,2022-02-05,1018095,20,53984,True,4.7,0.114,26,50905,38
1,2022-02-06,1947974,36,0,False,3.7,0.107,19,54110,34
2,2022-02-06,1701840,40,140202,True,4.0,0.179,31,42546,28
3,2022-02-06,2654535,45,60550,True,3.5,0.052,29,58990,33
4,2022-02-06,2035474,42,36785,True,4.3,0.131,31,48464,35
5,2022-02-06,2145668,39,81602,True,3.8,0.054,34,55017,36
6,2022-02-06,3639603,61,0,False,4.4,0.089,22,59666,43
7,2022-02-06,3514198,80,0,False,4.8,0.142,20,43927,32
8,2022-02-06,1354118,23,149278,True,4.2,0.082,18,58875,49
1,2022-02-07,2175656,49,40525,True,3.4,0.092,29,44401,44
2,2022-02-07,1727853,32,62484,True,4.4,0.061,24,53995,39
3,2022-02-07,2184813,39,143373,True,3.4,0.057,22,56021,38
4,2022-02-07,1431147,35,57430,True,4.3,0.067,20,40890,37
5,2022-02-07,1035620,19,139053,True,4.7,0.173,31,54506,36
6,2022-02-07,1819469,33,68698,True,3.4,0.173,20,55135,36
7,2022-02-07,1876768,33,58100,True,3.6,0.086,25,56872,39
8,2022-02-07,665568,14,0,False,3.8,0.124,33,47541,40
1,2022-02-08,2556646,52,51397,True,3.7,0.038,35,49166,27
2,2022-02-08,1850801,36,83037,True,4.0,0.14,35,51411,30
3,2022-02-08,2348672,47,90612,True,3.8,0.049,31,49972,47
4,2022-02-08,1389272,25,92785,True,4.6,0.155,31,55571,45
5,2022-02-08,1038231,25,101924,True,3.7,0.06,37,41529,25
6,2022-02-08,1690484,30,44706,True,3.7,0.057,36,56349,30
7,2022-02-08,2223909,38,91409,True,3.9,0.037,26,58524,45
8,2022-02-08,854054,18,107571,True,4.4,0.155,28,47447,48
1,2022-02-09,1667199,28,64910,True,4.2,0.102,28,59543,48
2,2022-02-09,2306273,41,61803,True,3.5,0.161,32,56251,47
3,2022-02-09,1908099,44,102094,True,4.2,0.053,36,43366,41
4,2022-02-09,1687334,29,0,False,4.3,0.036,18,58184,45
5,2022-02-09,1317951,22,0,False,4.3,0.124,30,59907,29
6,2022-02-09,2156768,40,0,False,4.2,0.048,26,53919,45
7,2022-02-09,2204413,46,0,False,4.3,0.159,21,47922,39
8,2022-02-09,1479424,27,58861,True,4.4,0.054,31,54793,44
1,2022-02-10,2051883,43,70033,True,4.0,0.081,28,47718,47
2,2022-02-10,2297350,41,147649,True,4.5,0.121,26,56033,35
3,2022-02-10,1608060,39,0,False,4.6,0.144,19,41232,47
4,2022-02-10,1517264,31,0,False,3.9,0.144,24,48944,46
5,2022-02-10,1738782,34,0,False,4.4,0.141,24,51141,45
6,2022-02-10,3249380,68,102768,True,3.5,0.168,23,47785,37
7,2022-02-10,2754091,48,0,False,4.5,0.129,21,57377,27
8,2022-02-10,978368,18,0,False,3.4,0.164,19,54354,45
1,2022-02-11,2793654,49,133938,True,4.6,0.148,33,57013,49
2,2022-02-11,1561778,34,0,False,3.7,0.033,20,45935,46
3,2022-02-11,1914382,33,63407,True,4.7,0.033,29,58012,33
4,2022-02-11,2390293,49,0,False,4.0,0.149,26,48781,25
5,2022-02-11,2570585,46,104274,True,4.7,0.061,38,55882,40
6,2022-02-11,4160822,79,148007,True,3.5,0.176,27,52669,39
7,2022-02-11,2506780,42,0,False,3.7,0.171,31,59685,30
8,2022-02-11,1048552,21,83672,True,3.6,0.082,39,49931,47
1,2022-02-12,2929861,56,0,False,3.6,0.039,38,52319,41
2,2022-02-12,2127449,49,0,False,4.5,0.141,36,43417,33
3,2022-02-12,3004327,65,104062,True,4.3,0.134,38,46220,26
4,2022-02-12,1656906,38,43534,True,3.5,0.18,35,43603,27
5,2022-02-12,2131513,36,34728,True,3.6,0.063,33,59209,46
6,2022-02-12,2759332,60,107100,True,3.4,0.073,25,45989,34
7,2022-02-12,3268380,71,0,False,4.4,0.164,22,46034,25
8,2022-02-12,1073468,24,137917,True,4.4,0.119,39,44728,25
1,2022-02-13,3117548,67,146343,True,4.0,0.147,33,46531,40
2,2022-02-13,1774127,33,32494,True,4.6,0.117,23,53761,32
3,2022-02-13,2631603,45,116685,True,4.8,0.065,34,58480,29
4,2022-02-13,2163948,41,0,False,4.7,0.109,29,52779,35
5,2022-02-13,2428231,51,0,False,4.2,0.11,28,47612,30
6,2022-02-13,3830520,71,122951,True,3.9,0.177,30,53951,27
7,2022-02-13,3557494,76,69285,True,3.6,0.175,22,46809,44
8,2022-02-13,1247121,30,0,False,3.5,0.157,34,41571,32
1,2022-02-14,2370742,51,34387,True,4.3,0.147,37,46485,43
2,2022-02-14,1037308,18,0,False,4.6,0.098,34,57628,49
3,2022-02-14,2337317,39,111897,True,4.0,0.18,25,59931,42
4,2022-02-14,1476575,27,0,False,4.0,0.127,22,54688,39
5,2022-02-14,1301142,24,0,False,4.5,0.033,37,54214,37
6,2022-02-14,3101502,54,45779,True,4.7,0.102,39,57435,34
7,2022-02-14,2118976,43,0,False,4.6,0.172,18,49279,28
8,2022-02-14,798943,16,47804,True,4.7,0.128,39,49934,31
1,2022-02-15,2273593,47,0,False,3.5,0.155,30,48374,43
2,2022-02-15,1425171,27,65016,True,4.0,0.126,32,52784,26
3,2022-02-15,1845461,45,43900,True,4.7,0.153,32,41010,48
4,2022-02-15,1252229,28,0,False,4.3,0.093,22,44722,33
5,2022-02-15,1908773,45,102172,True,4.6,0.176,27,42417,33
6,2022-02-15,2384995,57,101674,True,4.8,0.069,28,41842,25
7,2022-02-15,2575122,48,109495,True,4.2,0.095,33,53648,29
8,2022-02-15,723474,14,96234,True,3.5,0.076,23,51677,33
1,2022-02-16,2265364,43,121838,True,4.8,0.052,22,52683,31
2,2022-02-16,1844989,32,0,False,3.5,0.087,21,57656,35
3,2022-02-16,2778896,67,0,False,4.0,0.056,33,41476,48
4,2022-02-16,1358606,29,60310,True,4.3,0.157,29,46848,32
5,2022-02-16,1649698,35,87546,True,3.5,0.141,21,47134,34
6,2022-02-16,2495928,47,69837,True,4.1,0.141,33,53105,49
7,2022-02-16,2776868,56,58712,True,3.8,0.043,18,49587,27
8,2022-02-16,996048,18,109537,True,4.7,0.076,25,55336,41
1,2022-02-17,2970196,49,0,False,4.1,0.163,38,60616,29
2,2022-02-17,2301390,44,0,False,4.4,0.036,30,52304,46
3,2022-02-17,2761667,51,30491,True,4.3,0.048,28,54150,41
4,2022-02-17,1928676,33,148334,True,4.0,0.114,23,58445,25
5,2022-02-17,1638581,34,0,False,4.6,0.086,34,48194,46
6,2022-02-17,2617697,46,73527,True,4.0,0.111,26,56906,32
7,2022-02-17,3285569,81,135443,True,3.8,0.073,19,40563,34
8,2022-02-17,984827,20,0,False,4.3,0.043,25,49241,29
1,2022-02-18,3185312,63,0,False,4.0,0.128,25,50561,35
2,2022-02-18,2536074,47,0,False,3.9,0.048,39,53959,37
3,2022-02-18,2797249,59,88445,True,3.8,0.131,19,47411,44
4,2022-02-18,1352353,22,0,False,3.9,0.166,35,61471,45
5,2022-02-18,1813806,35,0,False,3.7,0.164,35,51823,29
6,2022-02-18,4473757,81,124185,True,4.7,0.163,38,55232,30
7,2022-02-18,2362511,52,71670,True,4.0,0.17,21,45433,40
8,2022-02-18,1548380,33,34819,True,3.5,0.176,24,46921,25
1,2022-02-19,2979311,67,0,False,4.4,0.174,23,44467,42
2,2022-02-19,1883375,37,0,False,4.1,0.157,38,50902,38
3,2022-02-19,3453989,62,61504,True,4.3,0.118,29,55710,43
4,2022-02-19,1480237,32,0,False,3.6,0.15,30,46257,30
5,2022-02-19,1518118,32,85966,True,4.7,0.115,32,47441,29
6,2022-02-19,4325004,101,124831,True,3.5,0.088,33,42822,30
7,2022-02-19,4107341,77,0,False,4.7,0.061,18,53342,38
8,2022-02-19,1329860,25,0,False,3.6,0.106,36,53194,31
1,2022-02-20,2389862,41,0,False,3.9,0.141,28,58289,49
